,unopt_level,score_tk
0,1.2727272727272727,5.9818181818181815
0,1.6363636363636365,6.636363636363637
0,0.9375,4.781818181818182
0,0.9230769230769231,4.090909090909091
0,1.1428571428571428,6.0
0,1.0,4.290909090909091
0,1.1818181818181819,5.254545454545455
0,1.25,4.872727272727273
0,1.0,5.786885245901639
0,1.0,5.295081967213115
0,1.2,5.327868852459017
0,1.1666666666666667,6.049180327868853
0,1.125,6.114754098360656
0,1.0588235294117647,5.721311475409836
0,1.4285714285714286,6.524590163934426
0,1.3125,6.721311475409836
0,1.2941176470588236,7.459016393442623
0,1.5714285714285714,7.147540983606557
0,1.1764705882352942,6.934426229508197
0,1.2142857142857142,6.147540983606557
0,0.8947368421052632,5.180327868852459
0,1.3846153846153846,5.918032786885246
0,0.8421052631578947,5.278688524590164
0,1.0,5.557377049180328
0,1.2941176470588236,6.655737704918033
0,1.0,4.590163934426229
0,1.5714285714285714,6.508196721311475
0,1.125,5.213114754098361
0,1.0555555555555556,6.065573770491803
0,1.3125,4.491803278688525
0,1.2,4.442622950819672
0,1.6153846153846154,7.114754098360656
0,1.7692307692307692,7.967213114754099
0,1.2941176470588236,8.114754098360656
0,1.0588235294117647,6.491803278688525
0,1.0714285714285714,2.7704918032786887
0,1.1176470588235294,5.901639344262295
0,1.2142857142857142,4.262295081967213
0,1.3846153846153846,4.701492537313433
0,1.0,4.955223880597015
0,1.1176470588235294,5.91044776119403
0,1.1333333333333333,6.402985074626866
0,1.2,4.985074626865671
0,1.6153846153846154,5.940298507462686
0,1.1176470588235294,5.686567164179104
0,1.1,5.641791044776119
0,0.8947368421052632,5.2835820895522385
0,1.4375,5.552238805970149
0,1.1176470588235294,6.0
0,1.2666666666666666,5.059701492537314
0,1.25,4.985074626865671
0,1.5625,8.044776119402986
0,1.0,4.582089552238806
0,1.25,5.208955223880597
0,1.5,5.925373134328358
0,1.5,6.597014925373134
0,1.1875,5.268656716417911
0,1.2,5.626865671641791
0,1.75,5.611940298507463
0,1.0625,5.82089552238806
0,1.0,3.701492537313433
0,1.1333333333333333,4.641791044776119
0,1.3125,7.268656716417911
0,1.0,4.253731343283582
0,1.8461538461538463,6.656716417910448
0,1.375,5.835820895522388
0,0.9473684210526315,5.865671641791045
0,1.4666666666666666,6.417910447761194
