,unopt_level,score_tk
0,4.0,21.4
0,4.75,22.08
0,4.75,21.48
0,4.75,22.12
0,4.75,20.24
0,4.0,21.44
0,4.75,21.64
0,4.75,17.32
0,4.75,22.28
0,4.75,20.72
0,4.0,21.32
0,4.0,16.76
0,4.0,22.64
0,4.75,20.04
0,6.0,20.68
0,6.0,22.08
0,4.75,22.2
0,5.0,21.88
0,4.0,17.88
0,6.0,17.2
0,4.0,22.52
0,5.0,20.32
0,4.0,20.84
0,4.0,21.52
0,6.333333333333333,17.28
0,6.0,22.0
0,4.0,22.88
0,4.75,21.48
0,4.75,21.12
0,4.75,17.68
0,5.6,22.548387096774192
0,7.0,22.419354838709676
0,9.333333333333334,26.35483870967742
0,7.0,21.096774193548388
0,6.0,26.580645161290324
0,7.0,24.387096774193548
0,7.0,27.677419354838708
0,5.8,27.451612903225808
0,7.0,27.806451612903224
0,5.0,27.580645161290324
0,9.333333333333334,25.870967741935484
0,8.666666666666666,27.161290322580644
0,7.25,26.774193548387096
0,5.0,28.06451612903226
0,6.75,27.0
0,4.833333333333333,25.774193548387096
0,6.0,28.193548387096776
0,5.0,21.870967741935484
0,7.25,27.838709677419356
0,5.6,26.193548387096776
0,6.0,26.451612903225808
0,9.0,25.967741935483872
0,7.25,26.677419354838708
0,7.25,22.032258064516128
0,4.833333333333333,28.64516129032258
0,6.0,28.29032258064516
0,7.25,21.483870967741936
0,5.8,22.096774193548388
0,7.0,28.225806451612904
0,7.25,27.29032258064516
0,5.375,31.864864864864863
0,4.888888888888889,33.13513513513514
0,5.375,32.24324324324324
0,4.777777777777778,31.16216216216216
0,6.0,33.24324324324324
0,5.5,30.135135135135137
0,5.375,25.54054054054054
0,5.375,33.16216216216216
0,5.375,32.945945945945944
0,5.5,33.21621621621622
0,5.25,33.32432432432432
0,4.888888888888889,32.7027027027027
0,5.5,34.351351351351354
0,4.888888888888889,32.62162162162162
0,5.375,33.054054054054056
0,4.888888888888889,34.432432432432435
0,6.0,32.91891891891892
0,5.0,33.891891891891895
0,6.0,32.32432432432432
0,5.5,33.648648648648646
0,4.888888888888889,33.0
0,4.777777777777778,33.108108108108105
0,6.833333333333333,33.027027027027025
0,5.375,26.16216216216216
0,5.375,32.75675675675676
0,6.0,25.81081081081081
0,4.5,34.0
0,7.0,31.27027027027027
0,7.0,33.054054054054056
0,4.777777777777778,31.91891891891892
0,8.0,39.627906976744185
0,7.0,39.13953488372093
0,6.333333333333333,39.0
0,7.0,38.46511627906977
0,8.0,39.093023255813954
0,5.6,39.395348837209305
0,6.333333333333333,36.81395348837209
0,7.0,39.325581395348834
0,8.0,37.25581395348837
0,7.857142857142857,38.18604651162791
0,6.875,36.883720930232556
0,7.0,37.674418604651166
0,7.125,38.95348837209303
0,7.0,37.55813953488372
0,6.444444444444445,30.88372093023256
0,7.0,38.86046511627907
0,6.333333333333333,38.093023255813954
0,7.571428571428571,38.46511627906977
0,6.333333333333333,36.604651162790695
0,6.333333333333333,38.372093023255815
0,5.8,37.627906976744185
0,10.8,38.44186046511628
0,7.857142857142857,39.25581395348837
0,8.0,36.53488372093023
0,7.0,36.604651162790695
0,6.333333333333333,30.232558139534884
0,6.333333333333333,31.813953488372093
0,7.0,39.30232558139535
0,7.0,30.325581395348838
0,6.333333333333333,38.627906976744185
0,6.25,45.285714285714285
0,6.333333333333333,44.795918367346935
0,6.818181818181818,44.30612244897959
0,6.166666666666667,40.89795918367347
0,8.333333333333334,44.183673469387756
0,5.769230769230769,41.30612244897959
0,6.166666666666667,45.244897959183675
0,6.545454545454546,41.285714285714285
0,6.545454545454546,44.97959183673469
0,6.545454545454546,44.51020408163265
0,5.846153846153846,44.673469387755105
0,6.7272727272727275,44.59183673469388
0,6.818181818181818,34.91836734693877
0,5.285714285714286,42.91836734693877
0,5.769230769230769,45.16326530612245
0,5.769230769230769,43.204081632653065
0,5.846153846153846,35.775510204081634
0,6.909090909090909,41.93877551020408
0,6.333333333333333,42.857142857142854
0,5.066666666666666,44.6530612244898
0,6.25,35.91836734693877
0,6.7272727272727275,44.57142857142857
0,6.166666666666667,44.30612244897959
0,6.25,45.244897959183675
0,8.0,42.204081632653065
0,6.7272727272727275,35.51020408163265
0,6.083333333333333,35.02040816326531
0,6.636363636363637,44.6530612244898
0,6.333333333333333,43.38775510204081
0,6.636363636363637,34.775510204081634
0,9.1,48.236363636363635
0,6.714285714285714,50.654545454545456
0,7.833333333333333,50.836363636363636
0,9.0,38.63636363636363
0,7.666666666666667,45.89090909090909
0,8.454545454545455,50.45454545454545
0,7.153846153846154,49.36363636363637
0,6.923076923076923,39.67272727272727
0,7.666666666666667,50.67272727272727
0,7.583333333333333,50.27272727272727
0,8.545454545454545,48.90909090909091
0,7.75,50.49090909090909
0,8.454545454545455,49.654545454545456
0,7.230769230769231,50.58181818181818
0,7.076923076923077,47.236363636363635
0,8.272727272727273,39.96363636363636
0,7.153846153846154,47.29090909090909
0,9.1,50.654545454545456
0,6.266666666666667,46.56363636363636
0,7.153846153846154,47.72727272727273
0,7.666666666666667,49.92727272727273
0,7.75,47.09090909090909
0,7.75,50.43636363636364
0,8.363636363636363,49.6
0,8.272727272727273,50.50909090909091
0,7.5,38.54545454545455
0,7.583333333333333,47.872727272727275
0,8.363636363636363,40.25454545454546
0,7.75,51.10909090909091
0,7.75,49.45454545454545
0,8.142857142857142,53.459016393442624
0,8.0,52.91803278688525
0,7.6,52.459016393442624
0,7.0,56.0655737704918
0,7.6,56.18032786885246
0,7.533333333333333,53.721311475409834
0,6.705882352941177,53.32786885245902
0,7.533333333333333,56.21311475409836
0,7.6,41.98360655737705
0,6.5,55.459016393442624
0,5.9,55.83606557377049
0,7.928571428571429,53.24590163934426
0,7.1875,56.31147540983606
0,7.533333333333333,53.540983606557376
0,7.1875,52.42622950819672
0,7.0625,55.81967213114754
0,8.615384615384615,52.36065573770492
0,9.583333333333334,56.967213114754095
0,7.25,55.57377049180328
0,7.733333333333333,55.442622950819676
0,7.466666666666667,53.31147540983606
0,7.533333333333333,53.295081967213115
0,7.0,55.91803278688525
0,7.375,55.85245901639344
0,8.0,56.39344262295082
0,7.1875,55.40983606557377
0,8.142857142857142,55.68852459016394
0,6.882352941176471,56.0655737704918
0,6.764705882352941,55.67213114754098
0,7.1875,55.950819672131146
0,7.666666666666667,58.73134328358209
0,9.0,47.865671641791046
0,8.866666666666667,57.55223880597015
0,11.166666666666666,57.61194029850746
0,9.0,57.1044776119403
0,11.25,61.985074626865675
0,9.0,57.19402985074627
0,10.307692307692308,47.417910447761194
0,10.076923076923077,47.92537313432836
0,9.0,58.582089552238806
0,8.4375,61.791044776119406
0,9.5,61.701492537313435
0,9.571428571428571,61.26865671641791
0,9.066666666666666,48.208955223880594
0,9.0,58.17910447761194
0,7.722222222222222,61.26865671641791
0,8.375,47.52238805970149
0,8.4375,58.11940298507463
0,8.375,57.25373134328358
0,8.866666666666667,61.97014925373134
0,8.117647058823529,58.40298507462686
0,9.133333333333333,48.07462686567164
0,8.5,57.28358208955224
0,9.357142857142858,61.1044776119403
0,8.058823529411764,61.02985074626866
0,8.4375,61.38805970149254
0,8.866666666666667,46.95522388059702
0,10.384615384615385,58.04477611940298
0,9.642857142857142,61.73134328358209
0,7.555555555555555,57.582089552238806
